AssignDate,Client_LastName,Client_City,Client_Country,Supplier_Name,Supplier_City,Supplier_Country,Brand,Category,Quantity,Price
2025-08-22,Шеремета,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,29,82.71
2025-11-11,Батуринець,Харків,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,7,12.7
2025-06-30,Яремчук,Дніпро,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,39,87.29
2025-08-08,Корж,Львів,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,7,102.14
2025-11-14,Теліженко,Дніпро,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,37,59.44
2025-06-12,Демʼяненко,Дніпро,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,29,25.69
2025-09-21,Андрощук,Київ,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,19,77.04
2025-10-24,Медведенко,Дніпро,Україна,EastMarket,Харків,Україна,Jacobs,Кава,20,40.65
2025-05-30,Цушко,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,24,10.01
2025-10-18,Гук,Київ,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,27,26.87
2025-06-02,Литвин,Львів,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,36,37.1
2025-09-19,Затовканюк,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,2,49.88
2025-09-25,Примаченко,Харків,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,17,106.31
2025-05-30,Гузенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,45,73.33
2025-10-22,Давиденко,Дніпро,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,21,60.04
2025-06-01,Ніколюк,Київ,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,5,23.65
2025-10-28,Цушко,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,34,64.12
2025-09-24,Бабʼюк,Харків,Україна,FreshTrade,Київ,Україна,Sprite,Напої,37,73.47
2025-06-04,Теліженко,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,12,114.85
2025-05-31,Ярема,Харків,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,36,11.87
2025-09-01,Ватаманюк,Харків,Україна,FreshTrade,Київ,Україна,Sprite,Напої,33,92.43
2025-09-23,Гайда,Львів,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,48,27.95
2025-10-25,Дробаха,Дніпро,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,43,80.36
2025-10-14,Опанасенко,Київ,Україна,EastMarket,Харків,Україна,Mars,Солодощі,38,118.12
2025-07-13,Луценко,Харків,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,46,63.75
2025-07-24,Ванченко,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,29,62.76
2025-06-14,Влох,Львів,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,22,37.82
2025-11-15,Щириця,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,35,52.0
2025-07-02,Гунько,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,27,21.89
2025-09-03,Кабаненко,Харків,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,35,34.9
2025-10-22,Дубас,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,35,100.76
2025-10-03,Гавриленко,Львів,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,42,69.08
2025-07-19,Єресько,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,32,87.33
2025-09-17,Данилюк,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,35,78.83
2025-08-10,Баран,Харків,Україна,EastMarket,Харків,Україна,Nescafe,Кава,37,79.86
2025-05-28,Андрусенко,Київ,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,3,17.02
2025-07-11,Бабко,Одеса,Україна,EastMarket,Харків,Україна,Mars,Солодощі,20,83.81
2025-09-12,Колесниченко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,23,104.91
2025-09-06,Юрчук,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,32,37.22
2025-07-27,Зінкевич,Харків,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,50,83.57
2025-10-02,Жадан,Харків,Україна,EastMarket,Харків,Україна,Jacobs,Кава,17,11.56
2025-09-16,Товстоліс,Одеса,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,13,110.26
2025-11-01,Цушко,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,21,61.15
2025-06-05,Чередник,Дніпро,Україна,FreshTrade,Київ,Україна,Sprite,Напої,18,87.19
2025-09-20,Бебешко,Львів,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,36,101.39
2025-11-05,Єщенко,Київ,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,17,118.09
2025-08-20,Ільєнко,Одеса,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,9,96.8
2025-08-24,Гайворонський,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,28,22.62
2025-07-16,Оробець,Одеса,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,27,57.11
2025-06-08,Абрагамовський,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,45,110.54
2025-11-06,Байда,Харків,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,35,20.39
2025-11-02,Овсієнко,Харків,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,46,35.83
2025-07-03,Малишко,Харків,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,32,57.57
2025-06-03,Данькевич,Харків,Україна,EastMarket,Харків,Україна,Jacobs,Кава,13,58.74
2025-07-19,Іваничук,Одеса,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,11,27.13
2025-06-13,Лубенець,Харків,Україна,EastMarket,Харків,Україна,Fanta,Напої,15,68.44
2025-08-19,Дацюк,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,8,103.68
2025-06-05,Чубай,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,2,73.66
2025-08-06,Ватаманюк,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,19,39.67
2025-10-15,Єрьоменко,Харків,Україна,FreshTrade,Київ,Україна,Fanta,Напої,11,84.86
2025-11-11,Франчук,Київ,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,5,58.54
2025-07-08,Шеремета,Одеса,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,14,68.58
2025-06-21,Ткаченко,Київ,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,33,56.48
2025-08-16,Вахній,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,30,36.17
2025-09-16,Бабенко,Львів,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,14,19.59
2025-07-04,Карась,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,30,31.07
2025-07-26,Бабенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,46,75.78
2025-05-30,Михайлюк,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,49,40.92
2025-10-15,Іващенко,Одеса,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,50,61.95
2025-08-09,Ґоляш,Одеса,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,5,55.36
2025-10-08,Скирда,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,38,53.48
2025-08-17,Бабко,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,23,27.9
2025-06-06,Джус,Одеса,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,3,20.79
2025-08-10,Нестеренко,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,14,10.01
2025-09-16,Прокопович,Харків,Україна,EastMarket,Харків,Україна,Nescafe,Кава,48,32.45
2025-07-25,Черінько,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,47,111.48
2025-10-28,Данченко,Київ,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,16,24.42
2025-09-08,Вакуленко,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,47,17.41
2025-08-29,Корбут,Київ,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,8,105.0
2025-07-19,Бараник,Одеса,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,32,49.69
2025-09-16,Демиденко,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,50,40.78
2025-06-23,Макогон,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,9,103.26
2025-10-09,Зінчук,Київ,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,17,112.35
2025-11-09,Наливайко,Одеса,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,45,109.1
2025-11-01,Фурс,Одеса,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,14,53.36
2025-08-12,Скиба,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,18,103.78
2025-08-29,Ґерета,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,47,99.48
2025-07-10,Сиротенко,Харків,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,19,96.55
2025-06-10,Арсенич,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,32,119.02
2025-09-11,Носаченко,Київ,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,8,47.7
2025-07-22,Палій,Харків,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,38,33.67
2025-09-25,Заруба,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,11,100.12
2025-08-14,Гайдабура,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,27,21.05
2025-08-04,Лагода,Київ,Україна,FreshTrade,Київ,Україна,Fanta,Напої,26,47.91
2025-06-03,Гаєвський,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,36,109.84
2025-08-11,Дзюба,Дніпро,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,43,20.74
2025-10-27,Шаблій,Одеса,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,32,104.07
2025-07-21,Онищенко,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,39,74.84
2025-05-27,Пушкар,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,37,97.76
2025-07-06,Гунько,Львів,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,39,43.71
2025-07-08,Вишиваний,Харків,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,31,77.75
2025-05-27,Іванченко,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,33,89.18
2025-11-13,Скирда,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,3,87.8
2025-10-15,Бакуменко,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,36,64.52
2025-10-26,Воблий,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,25,117.38
2025-10-03,Власюк,Київ,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,29,31.83
2025-07-22,Удовенко,Львів,Україна,GoodSupply,Львів,Україна,Sprite,Напої,28,89.55
2025-08-01,Дзиндра,Львів,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,27,26.99
2025-07-24,Цимбалюк,Львів,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,29,63.23
2025-09-16,Саченко,Львів,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,42,102.11
2025-10-23,Мазур,Львів,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,6,88.11
2025-11-07,Гузь,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,46,85.38
2025-09-24,Їжак,Київ,Україна,EastMarket,Харків,Україна,Mars,Солодощі,34,69.78
2025-09-21,Петренко,Харків,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,17,91.65
2025-10-08,Бабич,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,36,108.91
2025-08-27,Баклан,Київ,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,37,117.29
2025-06-16,Величко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,6,56.89
2025-11-12,Авдєєнко,Львів,Україна,GoodSupply,Львів,Україна,Fanta,Напої,14,95.1
2025-08-07,Мазур,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,46,39.8
2025-11-19,Гавриш,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,18,17.3
2025-06-12,Тригуб,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,17,82.0
2025-07-12,Симоненко,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,28,81.28
2025-06-24,Журба,Одеса,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,5,58.85
2025-09-23,Абрагамовський,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,13,48.45
2025-09-22,Терещенко,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,22,14.19
2025-06-28,Чумак,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,36,53.51
2025-07-14,Шелест,Харків,Україна,EastMarket,Харків,Україна,Nescafe,Кава,18,100.37
2025-09-30,Ляшко,Харків,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,24,72.4
2025-10-26,Щербань,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,4,92.46
2025-09-27,Архипенко,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,11,92.39
2025-10-01,Рябовіл,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,5,35.02
2025-10-05,Чміль,Харків,Україна,EastMarket,Харків,Україна,Fanta,Напої,49,79.88
2025-06-20,Ґалаґан,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,25,93.67
2025-08-15,Вахній,Львів,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,31,35.1
2025-09-28,Христенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,34,108.17
2025-07-15,Тригуб,Одеса,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,50,116.17
2025-09-30,Туркало,Київ,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,23,11.45
2025-08-14,Чумаченко,Київ,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,6,15.63
2025-11-04,Чаленко,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,47,33.78
2025-09-15,Пʼятаченко,Київ,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,32,24.36
2025-09-29,Яремко,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,23,17.65
2025-05-27,Бакуменко,Одеса,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,13,35.82
2025-08-08,Ющенко,Львів,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,12,117.07
2025-06-16,Палій,Одеса,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,46,80.58
2025-11-17,Саченко,Львів,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,35,42.01
2025-11-11,Чайка,Львів,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,6,107.12
2025-10-03,Іваничук,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,46,72.73
2025-05-29,Терещенко,Львів,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,36,81.6
2025-10-08,Шелест,Одеса,Україна,EastMarket,Харків,Україна,Nescafe,Кава,7,40.47
2025-10-02,Єрмоленко,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,48,85.85
2025-10-09,Андрієнко,Харків,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,49,64.38
2025-07-14,Акименко,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,24,113.58
2025-06-23,Черненко,Харків,Україна,FreshTrade,Київ,Україна,Sprite,Напої,24,35.42
2025-08-10,Артимишин,Львів,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,35,111.61
2025-11-02,Вертипорох,Київ,Україна,EastMarket,Харків,Україна,Mars,Солодощі,4,12.11
2025-09-15,Михалюк,Львів,Україна,FreshTrade,Київ,Україна,Fanta,Напої,7,98.45
2025-08-21,Батіг,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,1,109.72
2025-09-09,Філіпенко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,21,105.77
2025-07-03,Єресько,Київ,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,7,32.41
2025-08-04,Конопля,Харків,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,49,103.22
2025-05-30,Вдовиченко,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,20,13.0
2025-11-05,Забара,Дніпро,Україна,EastMarket,Харків,Україна,Milka,Солодощі,46,30.89
2025-10-03,Дубенко,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,24,12.88
2025-11-14,Забашта,Львів,Україна,EastMarket,Харків,Україна,Mars,Солодощі,31,27.09
2025-10-19,Бевз,Київ,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,43,14.75
2025-11-03,Воблий,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,41,55.57
2025-06-19,Гузь,Харків,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,22,104.74
2025-06-15,Ванченко,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,39,73.4
2025-08-22,Перебийніс,Одеса,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,17,111.86
2025-10-27,Онуфрієнко,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,11,61.74
2025-06-04,Сагаль,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,1,80.23
2025-07-06,Колісниченко,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,44,44.58
2025-10-17,Товстуха,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,22,107.35
2025-10-15,Романець,Одеса,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,14,34.05
2025-07-06,Алексеєнко,Київ,Україна,FreshTrade,Київ,Україна,Sprite,Напої,34,29.62
2025-11-10,Яремчук,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,21,64.48
2025-07-17,Зінченко,Львів,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,46,28.47
2025-10-25,Редько,Дніпро,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,45,93.49
2025-09-26,Цюцюра,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,37,79.55
2025-05-24,Гриценко,Харків,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,31,83.91
2025-09-03,Швачко,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,4,48.47
2025-06-14,Лагода,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,22,54.76
2025-06-21,Скопенко,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,22,73.37
2025-07-02,Гузь,Львів,Україна,EastMarket,Харків,Україна,Mars,Солодощі,13,94.63
2025-06-10,Остапчук,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,30,83.59
2025-09-22,Шиян,Одеса,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,19,109.71
2025-07-26,Колісниченко,Львів,Україна,FreshTrade,Київ,Україна,Fanta,Напої,50,116.8
2025-09-27,Бакуменко,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,23,119.64
2025-08-23,Пустовіт,Київ,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,38,94.65
2025-08-30,Проценко,Одеса,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,13,83.57
2025-10-20,Сомко,Львів,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,22,72.26
2025-07-16,Дробаха,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,32,86.63
2025-09-17,Корбут,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,10,34.83
2025-08-26,Кармалюк,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,25,104.7
2025-08-09,Іванченко,Львів,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,3,70.99
2025-08-22,Сагаль,Дніпро,Україна,EastMarket,Харків,Україна,Fanta,Напої,24,13.08
2025-10-02,Авраменко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,22,37.55
2025-07-28,Бабак,Львів,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,32,11.88
2025-10-17,Демʼянчук,Одеса,Україна,GoodSupply,Львів,Україна,Sprite,Напої,5,115.4
2025-09-18,Гречко,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,18,25.54
2025-08-28,Савенко,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,47,87.97
2025-07-02,Шведченко,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,47,88.07
2025-10-18,Гайдабура,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,33,84.54
2025-11-05,Дейнека,Київ,Україна,EastMarket,Харків,Україна,Sprite,Напої,22,86.57
2025-10-06,Перебийніс,Одеса,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,21,75.57
2025-07-22,Безбородько,Львів,Україна,EastMarket,Харків,Україна,Mars,Солодощі,35,110.63
2025-11-18,Мірошниченко,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,36,70.68
2025-08-11,Зубко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,9,76.93
2025-06-19,Хомик,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,25,43.85
2025-09-20,Овсієнко,Львів,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,1,97.75
2025-10-19,Вакарчук,Харків,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,24,58.54
2025-09-12,Данченко,Харків,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,33,22.67
2025-11-06,Артимович,Київ,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,30,95.62
2025-10-24,Ляшко,Харків,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,38,111.68
2025-08-14,Гайденко,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,1,31.16
2025-06-09,Семенченко,Київ,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,9,117.87
2025-09-28,Свириденко,Одеса,Україна,EastMarket,Харків,Україна,Mars,Солодощі,34,21.28
2025-10-23,Чумак,Харків,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,16,84.63
2025-06-28,Воблий,Дніпро,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,45,33.18
2025-08-24,Вдовиченко,Дніпро,Україна,EastMarket,Харків,Україна,Mars,Солодощі,33,11.26
2025-09-14,Дрозд,Дніпро,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,35,40.28
2025-11-17,Ковпак,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,20,88.86
2025-08-03,Цісик,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,32,49.62
2025-11-15,Ванченко,Київ,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,49,118.98
2025-06-20,Габелко,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,34,63.93
2025-05-29,Лисенко,Одеса,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,30,113.08
2025-06-28,Овчаренко,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,11,85.6
2025-10-24,Баран,Дніпро,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,50,60.76
2025-10-06,Симоненко,Дніпро,Україна,EastMarket,Харків,Україна,Sprite,Напої,21,76.68
2025-09-01,Приходько,Київ,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,21,24.98
2025-11-06,Гавриленко,Київ,Україна,EastMarket,Харків,Україна,Mars,Солодощі,16,78.3
2025-07-09,Жайворон,Дніпро,Україна,EastMarket,Харків,Україна,Fanta,Напої,23,77.6
2025-10-17,Гриценко,Дніпро,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,38,78.54
2025-05-27,Оробець,Харків,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,26,65.66
2025-11-19,Шамрай,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,6,42.91
2025-08-14,Джунь,Київ,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,30,25.3
2025-06-26,Цюпа,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,39,35.61
2025-07-08,Базилевич,Харків,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,41,32.33
2025-11-13,Баранник,Київ,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,29,89.61
2025-07-20,Щорс,Дніпро,Україна,EastMarket,Харків,Україна,Mars,Солодощі,22,91.44
2025-06-03,Ванченко,Харків,Україна,EastMarket,Харків,Україна,Fanta,Напої,37,112.5
2025-09-05,Штепа,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,11,33.22
2025-07-07,Сомко,Одеса,Україна,FreshTrade,Київ,Україна,Sprite,Напої,16,87.61
2025-05-29,Батюк,Дніпро,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,48,86.83
2025-09-02,Макогон,Львів,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,49,47.4
2025-07-13,Деревʼянко,Львів,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,49,28.84
2025-08-13,Лисенко,Київ,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,21,16.26
2025-08-21,Ярош,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,48,32.3
2025-06-03,Гресь,Харків,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,36,107.93
2025-07-18,Євдокименко,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,36,94.3
2025-07-03,Приймак,Дніпро,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,39,99.78
2025-06-09,Стус,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,35,52.12
2025-07-27,Гайдай,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,18,74.37
2025-08-07,Карась,Київ,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,10,116.28
2025-09-02,Цушко,Харків,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,37,113.72
2025-09-05,Теличенко,Одеса,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,32,70.67
2025-07-31,Вовк,Київ,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,44,105.58
2025-07-19,Гаврилишин,Харків,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,34,59.01
2025-11-03,Адамчук,Харків,Україна,FreshTrade,Київ,Україна,Fanta,Напої,49,71.34
2025-11-15,Короленко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,48,79.01
2025-06-29,Корбут,Харків,Україна,FreshTrade,Київ,Україна,Sprite,Напої,42,14.81
2025-07-30,Фастенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,5,75.87
2025-07-20,Базавлученко,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,46,109.24
